Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Code Mois,Mois,Unité,Valeur,Symbole,Description du Symbole
"PP","Prix à la Production","33","Canada","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","92","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","33","Canada","5539","Indice des prix à la production (2014-2016 = 100)","89","Sarrasin, blé noir","2017","2017","7021","Valeur annuel","","104","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","33","Canada","5539","Indice des prix à la production (2014-2016 = 100)","71","Seigle","2017","2017","7021","Valeur annuel","","73","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","33","Canada","5539","Indice des prix à la production (2014-2016 = 100)","97","Triticale","2017","2017","7021","Valeur annuel","","104","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","33","Canada","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","97","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","40","Chili","5530","Prix à la Production (LCU/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","LCU","627083","","Donnée officielle"
"PP","Prix à la Production","40","Chili","5530","Prix à la Production (LCU/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","LCU","132414","","Donnée officielle"
"PP","Prix à la Production","40","Chili","5530","Prix à la Production (LCU/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","LCU","625110","","Donnée officielle"
"PP","Prix à la Production","40","Chili","5530","Prix à la Production (LCU/tonne)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","LCU","534134","","Donnée officielle"
"PP","Prix à la Production","40","Chili","5530","Prix à la Production (LCU/tonne)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","LCU","563359","","Donnée officielle"
"PP","Prix à la Production","40","Chili","5531","Prix à la Production (SLC/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","SLC","627083","","Donnée officielle"
"PP","Prix à la Production","40","Chili","5531","Prix à la Production (SLC/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","SLC","132414","","Donnée officielle"
"PP","Prix à la Production","40","Chili","5531","Prix à la Production (SLC/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","SLC","625110","","Donnée officielle"
"PP","Prix à la Production","40","Chili","5531","Prix à la Production (SLC/tonne)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","SLC","534134","","Donnée officielle"
"PP","Prix à la Production","40","Chili","5531","Prix à la Production (SLC/tonne)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","SLC","563359","","Donnée officielle"
"PP","Prix à la Production","40","Chili","5532","Prix à la Production (USD/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","USD","966","","Donnée officielle"
"PP","Prix à la Production","40","Chili","5532","Prix à la Production (USD/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","USD","204","","Donnée officielle"
"PP","Prix à la Production","40","Chili","5532","Prix à la Production (USD/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","USD","963","","Donnée officielle"
"PP","Prix à la Production","40","Chili","5532","Prix à la Production (USD/tonne)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","USD","823","","Donnée officielle"
"PP","Prix à la Production","40","Chili","5532","Prix à la Production (USD/tonne)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","USD","868","","Donnée officielle"
"PP","Prix à la Production","40","Chili","5539","Indice des prix à la production (2014-2016 = 100)","75","Avoine","2017","2017","7021","Valeur annuel","","97","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","40","Chili","5539","Indice des prix à la production (2014-2016 = 100)","497","Citrons et limes","2017","2017","7021","Valeur annuel","","130","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","40","Chili","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","130","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","40","Chili","5539","Indice des prix à la production (2014-2016 = 100)","490","Oranges","2017","2017","7021","Valeur annuel","","168","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","40","Chili","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","106","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","40","Chili","5539","Indice des prix à la production (2014-2016 = 100)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","","116","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","40","Chili","5539","Indice des prix à la production (2014-2016 = 100)","71","Seigle","2017","2017","7021","Valeur annuel","","108","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","40","Chili","5539","Indice des prix à la production (2014-2016 = 100)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","","111","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","40","Chili","5539","Indice des prix à la production (2014-2016 = 100)","97","Triticale","2017","2017","7021","Valeur annuel","","106","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","40","Chili","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","136","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","40","Chili","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","116","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","96","Chine - RAS de Hong-Kong","5530","Prix à la Production (LCU/tonne)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","LCU","18000","","Donnée officielle"
"PP","Prix à la Production","96","Chine - RAS de Hong-Kong","5531","Prix à la Production (SLC/tonne)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","SLC","18000","","Donnée officielle"
"PP","Prix à la Production","96","Chine - RAS de Hong-Kong","5532","Prix à la Production (USD/tonne)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","USD","2310","","Donnée officielle"
"PP","Prix à la Production","96","Chine - RAS de Hong-Kong","5539","Indice des prix à la production (2014-2016 = 100)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","","81","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5530","Prix à la Production (LCU/tonne)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","LCU","3240","","Donnée officielle"
"PP","Prix à la Production","41","Chine, continentale","5530","Prix à la Production (LCU/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","LCU","2506","","Donnée officielle"
"PP","Prix à la Production","41","Chine, continentale","5530","Prix à la Production (LCU/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","LCU","3395","","Donnée officielle"
"PP","Prix à la Production","41","Chine, continentale","5531","Prix à la Production (SLC/tonne)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","SLC","3240","","Donnée officielle"
"PP","Prix à la Production","41","Chine, continentale","5531","Prix à la Production (SLC/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","SLC","2506","","Donnée officielle"
"PP","Prix à la Production","41","Chine, continentale","5531","Prix à la Production (SLC/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","SLC","3395","","Donnée officielle"
"PP","Prix à la Production","41","Chine, continentale","5532","Prix à la Production (USD/tonne)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","USD","479","","Donnée officielle"
"PP","Prix à la Production","41","Chine, continentale","5532","Prix à la Production (USD/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","USD","371","","Donnée officielle"
"PP","Prix à la Production","41","Chine, continentale","5532","Prix à la Production (USD/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","USD","502","","Donnée officielle"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","75","Avoine","2017","2017","7021","Valeur annuel","","72","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","108","Ceréales nda","2017","2017","7021","Valeur annuel","","72","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","497","Citrons et limes","2017","2017","7021","Valeur annuel","","20","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","","79","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","105","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","79","Mils","2017","2017","7021","Valeur annuel","","72","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","490","Oranges","2017","2017","7021","Valeur annuel","","96","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","72","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","","114","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","89","Sarrasin, blé noir","2017","2017","7021","Valeur annuel","","72","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","71","Seigle","2017","2017","7021","Valeur annuel","","72","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","83","Sorgho","2017","2017","7021","Valeur annuel","","117","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","","100","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","97","Triticale","2017","2017","7021","Valeur annuel","","100","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","89","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","41","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","104","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","50","Chypre","5530","Prix à la Production (LCU/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","LCU","305","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5530","Prix à la Production (LCU/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","LCU","292","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5530","Prix à la Production (LCU/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","LCU","249","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5530","Prix à la Production (LCU/tonne)","44","Orge","2017","2017","7021","Valeur annuel","LCU","173","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5530","Prix à la Production (LCU/tonne)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","LCU","244","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5530","Prix à la Production (LCU/tonne)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","LCU","347","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5530","Prix à la Production (LCU/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","LCU","262","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5531","Prix à la Production (SLC/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","SLC","305","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5531","Prix à la Production (SLC/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","SLC","292","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5531","Prix à la Production (SLC/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","SLC","249","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5531","Prix à la Production (SLC/tonne)","44","Orge","2017","2017","7021","Valeur annuel","SLC","173","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5531","Prix à la Production (SLC/tonne)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","SLC","244","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5531","Prix à la Production (SLC/tonne)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","SLC","347","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5531","Prix à la Production (SLC/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","SLC","262","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5532","Prix à la Production (USD/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","USD","345","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5532","Prix à la Production (USD/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","USD","330","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5532","Prix à la Production (USD/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","USD","281","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5532","Prix à la Production (USD/tonne)","44","Orge","2017","2017","7021","Valeur annuel","USD","195","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5532","Prix à la Production (USD/tonne)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","USD","276","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5532","Prix à la Production (USD/tonne)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","USD","392","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5532","Prix à la Production (USD/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","USD","296","","Donnée officielle"
"PP","Prix à la Production","50","Chypre","5539","Indice des prix à la production (2014-2016 = 100)","75","Avoine","2017","2017","7021","Valeur annuel","","87","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","50","Chypre","5539","Indice des prix à la production (2014-2016 = 100)","497","Citrons et limes","2017","2017","7021","Valeur annuel","","110","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","50","Chypre","5539","Indice des prix à la production (2014-2016 = 100)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","","129","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","50","Chypre","5539","Indice des prix à la production (2014-2016 = 100)","490","Oranges","2017","2017","7021","Valeur annuel","","99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","50","Chypre","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","73","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","50","Chypre","5539","Indice des prix à la production (2014-2016 = 100)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","","99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","50","Chypre","5539","Indice des prix à la production (2014-2016 = 100)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","","94","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","50","Chypre","5539","Indice des prix à la production (2014-2016 = 100)","97","Triticale","2017","2017","7021","Valeur annuel","","136","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","50","Chypre","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","98","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","50","Chypre","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","73","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","44","Colombie","5530","Prix à la Production (LCU/tonne)","44","Orge","2017","2017","7021","Valeur annuel","LCU","737000","","Donnée officielle"
"PP","Prix à la Production","44","Colombie","5531","Prix à la Production (SLC/tonne)","44","Orge","2017","2017","7021","Valeur annuel","SLC","737000","","Donnée officielle"
"PP","Prix à la Production","44","Colombie","5532","Prix à la Production (USD/tonne)","44","Orge","2017","2017","7021","Valeur annuel","USD","250","","Donnée officielle"
"PP","Prix à la Production","44","Colombie","5539","Indice des prix à la production (2014-2016 = 100)","75","Avoine","2017","2017","7021","Valeur annuel","","113","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","44","Colombie","5539","Indice des prix à la production (2014-2016 = 100)","497","Citrons et limes","2017","2017","7021","Valeur annuel","","104","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","44","Colombie","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","130","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","44","Colombie","5539","Indice des prix à la production (2014-2016 = 100)","490","Oranges","2017","2017","7021","Valeur annuel","","106","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","44","Colombie","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","69","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","44","Colombie","5539","Indice des prix à la production (2014-2016 = 100)","83","Sorgho","2017","2017","7021","Valeur annuel","","122","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","44","Colombie","5539","Indice des prix à la production (2014-2016 = 100)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","","101","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","44","Colombie","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","103","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","44","Colombie","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","129","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","46","Congo","5539","Indice des prix à la production (2014-2016 = 100)","108","Ceréales nda","2017","2017","7021","Valeur annuel","","81","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","46","Congo","5539","Indice des prix à la production (2014-2016 = 100)","497","Citrons et limes","2017","2017","7021","Valeur annuel","","81","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","46","Congo","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","81","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","46","Congo","5539","Indice des prix à la production (2014-2016 = 100)","490","Oranges","2017","2017","7021","Valeur annuel","","81","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","46","Congo","5539","Indice des prix à la production (2014-2016 = 100)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","","81","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","46","Congo","5539","Indice des prix à la production (2014-2016 = 100)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","","81","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","46","Congo","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","81","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","46","Congo","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","81","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","48","Costa Rica","5530","Prix à la Production (LCU/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","LCU","216977","","Donnée officielle"
"PP","Prix à la Production","48","Costa Rica","5531","Prix à la Production (SLC/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","SLC","216977","","Donnée officielle"
"PP","Prix à la Production","48","Costa Rica","5532","Prix à la Production (USD/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","USD","382","","Donnée officielle"
"PP","Prix à la Production","48","Costa Rica","5539","Indice des prix à la production (2014-2016 = 100)","497","Citrons et limes","2017","2017","7021","Valeur annuel","","105","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","48","Costa Rica","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","75","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","48","Costa Rica","5539","Indice des prix à la production (2014-2016 = 100)","490","Oranges","2017","2017","7021","Valeur annuel","","111","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","48","Costa Rica","5539","Indice des prix à la production (2014-2016 = 100)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","","101","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","48","Costa Rica","5539","Indice des prix à la production (2014-2016 = 100)","83","Sorgho","2017","2017","7021","Valeur annuel","","75","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","48","Costa Rica","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","109","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","48","Costa Rica","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","75","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","107","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","94","Fonio","2017","2017","7021","Valeur annuel","","99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","107","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","","99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","107","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","111","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","107","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","79","Mils","2017","2017","7021","Valeur annuel","","102","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","107","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","490","Oranges","2017","2017","7021","Valeur annuel","","99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","107","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","","99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","107","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","83","Sorgho","2017","2017","7021","Valeur annuel","","99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","107","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","107","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","110","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","98","Croatie","5530","Prix à la Production (LCU/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","LCU","868","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5530","Prix à la Production (LCU/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","LCU","5706","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5530","Prix à la Production (LCU/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","LCU","1022","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5530","Prix à la Production (LCU/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","LCU","2609","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5530","Prix à la Production (LCU/tonne)","44","Orge","2017","2017","7021","Valeur annuel","LCU","1003","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5530","Prix à la Production (LCU/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","LCU","1108","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5530","Prix à la Production (LCU/tonne)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","LCU","3465","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5530","Prix à la Production (LCU/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","LCU","958","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5531","Prix à la Production (SLC/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","SLC","868","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5531","Prix à la Production (SLC/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","SLC","5706","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5531","Prix à la Production (SLC/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","SLC","1022","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5531","Prix à la Production (SLC/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","SLC","2609","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5531","Prix à la Production (SLC/tonne)","44","Orge","2017","2017","7021","Valeur annuel","SLC","1003","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5531","Prix à la Production (SLC/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","SLC","1108","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5531","Prix à la Production (SLC/tonne)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","SLC","3465","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5531","Prix à la Production (SLC/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","SLC","958","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5532","Prix à la Production (USD/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","USD","131","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5532","Prix à la Production (USD/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","USD","861","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5532","Prix à la Production (USD/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","USD","154","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5532","Prix à la Production (USD/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","USD","394","","Donnée officielle"
